ImageName,BottomHeightY,TopHeightY,ContaminationHeight
HCX353_S_PLC_SPC_Full_Upload_Clear_01,679,706,27
HCX353_S_PLC_SPC_Upload_Clear_01,586,716,130
HCX353_S_PLC_SPC_Upload_Clear_02,663,715,52
HCX354_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HCX354_S_PLC_SPC_Upload_Clear_01,637,682,45
HCX354_S_PLC_SPC_Upload_Clear_02,0,0,0
HCX355_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HCX356_S_PLC_SPC_Full_Upload_Clear_01,536,663,127
HCX356_S_PLC_SPC_Full_Upload_Clear_02,649,701,52
HCX356_S_PLC_SPC_Full_Upload_Clear_03,670,689,19
HCX356_S_PLC_SPC_Upload_Clear_01,486,697,211
HCX356_S_PLC_SPC_Upload_Clear_02,660,695,35
HCX358_S_PLC_SPC_Upload_Clear_01,679,820,141
HCX358_S_PLC_SPC_Upload_Clear_02,688,739,51
HCX358_S_PLC_SPC_Upload_Clear_03,681,708,27
HCX359_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HCX359_S_PLC_SPC_Upload_Clear_02,545,635,90
HCX360_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HCX360_S_PLC_SPC_Upload_Clear_01,623,666,43
HCX364_S_PLC_SPC_Full_Upload_Clear_01,690,722,32
HCX364_S_PLC_SPC_Upload_Clear_01,570,739,169
HCX364_S_PLC_SPC_Upload_Clear_02,551,580,29
HCX364_S_PLC_SPC_Upload_Clear_03,0,0,0
HCX367_S_PLC_SPC_Full_Upload_Clear_01,660,700,40
HCX367_S_PLC_SPC_Upload_Clear_01,0,0,0
HCX367_S_PLC_SPC_Upload_Clear_02,671,710,39
HCX368_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HCX368_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HCX368_S_PLC_SPC_Upload_Clear_01,0,0,0
HCX368_S_PLC_SPC_Upload_Clear_02,0,0,0
HCX371_S_PLC_SPC_Full_Upload_Clear_01,606,706,100
HCX371_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HCX371_S_PLC_SPC_Upload_Clear_01,637,752,115
HCX371_S_PLC_SPC_Upload_Clear_02,0,0,0
HEG102_S_LogContaminationUpload2,0,0,0
HEG102_S_LongTermContaminationUpload,0,0,0
HEG105_S_LogContaminationUpload1,0,0,0
HEG105_S_LongTermContaminationUpload,0,0,0
HEG10_S_LongTermContaminationUpload,619,651,32
HEG111_S_LogContaminationUpload1,657,700,43
HEG111_S_LogContaminationUpload3,0,0,0
HEG111_S_LongTermContaminationUpload,0,0,0
HEG122_S_LogContaminationUpload1,596,653,57
HEG122_S_LogContaminationUpload2,0,0,0
HEG122_S_LogContaminationUpload5,585,620,35
HEG122_S_LongTermContaminationUpload,585,616,31
HEG125_S_LogContaminationUpload1,0,0,0
HEG125_S_LogContaminationUpload2,658,706,48
HEG129_S_LogContaminationUpload1,620,686,66
HEG129_S_LogContaminationUpload2,634,677,43
HEG29_S_LogContaminationUpload2,567,656,89
HEG29_S_LogContaminationUpload4,616,659,43
HEG29_S_LongTermContaminationUpload,617,658,41
HEG43_S_LogContaminationUpload3,563,587,24
HEG43_S_LogContaminationUpload4,593,630,37
HEG56_S_LogContaminationUpload1,626,686,60
HEG56_S_LogContaminationUpload2,0,0,0
HEG56_S_LongTermContaminationUpload,0,0,0
HEG57_S_LogContaminationUpload1,560,661,101
HEG59_S_LogContaminationUpload1,657,713,56
HEG65_S_LogContaminationUpload1,629,746,117
HEG65_S_LogContaminationUpload4,0,0,0
HEG65_S_LongTermContaminationUpload,0,0,0
HEG69_S_LogContaminationUpload1,541,677,136
HEG69_S_LongTermContaminationUpload,0,0,0
HEG75_S_LogContaminationUpload4,599,643,44
HEG75_S_LogContaminationUpload5,611,635,24
HEG79_S_LogContaminationUpload1,564,662,98
HEG79_S_LogContaminationUpload2,622,667,45
HEG79_S_LogContaminationUpload3,581,647,66
HEG79_S_LongTermContaminationUpload,641,658,17
HEG86_S_LogContaminationUpload1,538,585,47
HEG86_S_LogContaminationUpload2,0,0,0
HEG86_S_LogContaminationUpload3,0,0,0
HEG86_S_LongTermContaminationUpload,0,0,0
HEG91_S_LongTermContaminationUpload,619,652,33
HEG93_S_LogContaminationUpload1,527,653,126
HEG93_S_LogContaminationUpload2,630,717,87
HEG93_S_LogContaminationUpload3,599,666,67
HEG93_S_LogContaminationUpload4,0,0,0
HEG93_S_LogContaminationUpload5,586,650,64
HEG93_S_LogContaminationUpload6,664,680,16
HEG93_S_LongTermContaminationUpload,664,679,15
HEG94_S_LogContaminationUpload1,500,618,118
HEG94_S_LogContaminationUpload3,0,0,0
HEG94_S_LongTermContaminationUpload,0,0,0
HEG95_S_LogContaminationUpload1,563,622,59
HEG95_S_LogContaminationUpload2,552,650,98
HEG95_S_LogContaminationUpload3,532,633,101
HEG95_S_LogContaminationUpload4,598,674,76
HEX417v_S_PLC_SPC_Full_Upload_01,0,0,0
HEX417v_S_PLC_SPC_Upload_01,518,570,52
HEX420v_S_PLC_SPC_Full_Upload_02,677,709,32
HEX421v_S_PLC_SPC_Full_Upload_01,0,0,0
HEX427v_S_PLC_SPC_Full_Upload_01,0,0,0
HEX427v_S_PLC_SPC_Upload_02,772,802,30
HEX434v_S_PLC_SPC_Full_Upload_01,676,702,26
HEX437v_S_PLC_SPC_Full_Upload_01,0,0,0
HEX437v_S_PLC_SPC_Upload_01,581,662,81
HEX438v_S_PLC_SPC_Full_Upload_01,895,1056,161
HEX441v_S_PLC_SPC_Full_Upload_01,689,711,22
HEX441v_S_PLC_SPC_Full_Upload_02,0,0,0
HEX441v_S_PLC_SPC_Upload_01,611,705,94
HEX441v_S_PLC_SPC_Upload_02,647,710,63
HEX441v_S_PLC_SPC_Upload_03,612,641,29
HEX443v_S_PLC_SPC_Full_Upload_01,0,0,0
HEX445v_S_PLC_SPC_Full_Upload_01,716,753,37
HEX445v_S_PLC_SPC_Full_Upload_02,0,0,0
HEX447v_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX447v_S_PLC_SPC_Upload_Clear_02,0,0,0
HEX449v_S_PLC_SPC_Full_Upload_01,0,0,0
HEX449v_S_PLC_SPC_Upload_01,644,761,117
HEX449v_S_PLC_SPC_Upload_02,686,713,27
HEX450v_S_PLC_SPC_Full_Upload_02,0,0,0
HEX452v_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX453v_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX453v_S_PLC_SPC_Upload_Clear_02,710,797,87
HEX453v_S_PLC_SPC_Upload_Clear_03,0,0,0
HEX454v_S_PLC_SPC_Upload_Clear_02,0,0,0
HEX455v_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX455v_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HEX455v_S_PLC_SPC_Upload_Clear_02,619,697,78
HEX456v_S_PLC_SPC_Full_Upload_01,0,0,0
HEX456v_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX456v_S_PLC_SPC_Upload_Clear_01,589,692,103
HEX457v_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX457v_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HEX457v_S_PLC_SPC_Upload_Clear_01,609,707,98
HEX457v_S_PLC_SPC_Upload_Clear_02,682,767,85
HEX457v_S_PLC_SPC_Upload_Clear_03,669,726,57
HEX458v_S_PLC_SPC_Full_Upload_01,621,723,102
HEX458v_S_PLC_SPC_Full_Upload_Clear_01,620,723,103
HEX458v_S_PLC_SPC_Upload_01,625,806,181
HEX458v_S_PLC_SPC_Upload_Clear_02,658,735,77
HEX458v_S_PLC_SPC_Upload_Clear_03,673,720,47
HEX459v_S_PLC_SPC_Full_Upload_01,0,0,0
HEX459v_S_PLC_SPC_Full_Upload_02,0,0,0
HEX459v_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HEX459v_S_PLC_SPC_Upload_01,587,697,110
HEX461v_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX461v_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HEX461v_S_PLC_SPC_Upload_Clear_01,724,824,100
HEX461v_S_PLC_SPC_Upload_Clear_02,0,0,0
HEX462v_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX463v_S_PLC_SPC_Full_Upload_Clear_01,646,721,75
HEX463v_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HEX463v_S_PLC_SPC_Upload_Clear_01,644,690,46
HEX464v_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX464v_S_PLC_SPC_Upload_Clear_02,747,892,145
HEX465v_S_PLC_SPC_Upload_Clear_01,564,635,71
HEX465v_S_PLC_SPC_Upload_Clear_02,671,725,54
HEX466v_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX467_S_PLC_SPC_Upload_Clear_01,596,658,62
HEX467_S_PLC_SPC_Upload_Clear_02,574,718,144
HEX467_S_PLC_SPC_Upload_Clear_03,672,760,88
HEX468v_S_PLC_SPC_Full_Upload_Clear_01,679,694,15
HEX468v_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HEX468v_S_PLC_SPC_Upload_Clear_01,678,701,23
HEX469v_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX469v_S_PLC_SPC_Upload_Clear_01,630,718,88
HEX470v_S_PLC_SPC_Full_Upload_Clear_01,722,763,41
HEX470v_S_PLC_SPC_Full_Upload_Clear_02,711,735,24
HEX470v_S_PLC_SPC_Upload_Clear_01,782,824,42
HEX470v_S_PLC_SPC_Upload_Clear_02,0,0,0
HEX472_S_PLC_SPC_Full_Upload_Clear_01,624,649,25
HEX472_S_PLC_SPC_Upload_Clear_01,1780,2072,292
HEX472_S_PLC_SPC_Upload_Clear_02,0,0,0
HEX474_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX474_S_PLC_SPC_Upload_Clear_01,666,742,76
HEX475_S_PLC_SPC_Full_Upload_Clear_01,675,727,52
HEX475_S_PLC_SPC_Full_Upload_Clear_02,673,701,28
HEX475_S_PLC_SPC_Upload_Clear_01,685,738,53
HEX475_S_PLC_SPC_Upload_Clear_02,670,760,90
HEX476_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX476_S_PLC_SPC_Upload_Clear_01,573,705,132
HEX476_S_PLC_SPC_Upload_Clear_02,723,765,42
HEX478_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX478_S_PLC_SPC_Upload_Clear_01,608,646,38
HEX479_S_PLC_SPC_Full_Upload_Clear_01,680,734,54
HEX479_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HEX479_S_PLC_SPC_Upload_Clear_01,679,724,45
HEX479_S_PLC_SPC_Upload_Clear_02,678,729,51
HEX480_S_PLC_SPC_Full_Upload_Clear_01,637,707,70
HEX480_S_PLC_SPC_Full_Upload_Clear_02,676,696,20
HEX480_S_PLC_SPC_Upload_Clear_01,638,720,82
HEX481_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX481_S_PLC_SPC_Upload_Clear_01,683,747,64
HEX482_S_PLC_SPC_Full_Upload_Clear_01,778,828,50
HEX482_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HEX482_S_PLC_SPC_Upload_Clear_01,667,690,23
HEX482_S_PLC_SPC_Upload_Clear_02,0,0,0
HEX483_S_PLC_SPC_Upload_Clear_01,632,650,18
HEX485_S_PLC_SPC_Full_Upload_Clear_01,671,723,52
HEX485_S_PLC_SPC_Upload_Clear_01,637,704,67
HEX486_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX486_S_PLC_SPC_Upload_Clear_01,601,697,96
HEX488_S_PLC_SPC_Full_Upload_Clear_01,656,703,47
HEX488_S_PLC_SPC_Full_Upload_Clear_02,653,688,35
HEX488_S_PLC_SPC_Full_Upload_Clear_03,738,777,39
HEX488_S_PLC_SPC_Upload_Clear_01,748,818,70
HEX489_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX489_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HEX489_S_PLC_SPC_Upload_Clear_01,650,735,85
HEX490_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX490_S_PLC_SPC_Upload_Clear_01,563,674,111
HEX494_S_PLC_SPC_Full_Upload_Clear_01,631,694,63
HEX494_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HEX494_S_PLC_SPC_Upload_Clear_01,746,803,57
HEX496_S_PLC_SPC_Full_Upload_Clear_01,592,664,72
HEX496_S_PLC_SPC_Upload_Clear_01,663,723,60
HEX500_S_PLC_SPC_Full_Upload_Clear_01,595,615,20
HEX500_S_PLC_SPC_Full_Upload_Clear_02,629,647,18
HEX500_S_PLC_SPC_Upload_Clear_01,563,635,72
HEX502_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX502_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HEX502_S_PLC_SPC_Upload_Clear_01,532,640,108
HEX502_S_PLC_SPC_Upload_Clear_02,0,0,0
HEX505_S_PLC_SPC_Full_Upload_Clear_01,506,613,107
HEX505_S_PLC_SPC_Full_Upload_Clear_03,508,539,31
HEX505_S_PLC_SPC_Upload_Clear_01,643,764,121
HEX506_S_PLC_SPC_Full_Upload_Clear_01,708,764,56
HEX506_S_PLC_SPC_Full_Upload_Clear_02,651,697,46
HEX506_S_PLC_SPC_Full_Upload_Clear_03,0,0,0
HEX506_S_PLC_SPC_Upload_Clear_01,640,732,92
HEX507_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HEX507_S_PLC_SPC_Upload_Clear_01,631,685,54
HPX41v_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HPX41v_S_PLC_SPC_Upload_Clear_01,1401,1614,213
HPX41v_S_PLC_SPC_Upload_Clear_02,982,1088,106
HPX42_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HPX42_S_PLC_SPC_Upload_Clear_01,665,720,55
HPX42_S_PLC_SPC_Upload_Clear_02,654,703,49
HPX43_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HPX43_S_PLC_SPC_Upload_Clear_01,625,718,93
HPX43_S_PLC_SPC_Upload_Clear_02,0,0,0
HPX44_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HPX44_S_PLC_SPC_Upload_Clear_01,617,691,74
HUX159v_S_PLC_SPC_Full_Upload_01,0,0,0
HUX159v_S_PLC_SPC_Full_Upload_02,0,0,0
HUX159v_S_PLC_SPC_Upload_02,0,0,0
HUX181v_S_PLC_SPC_Full_Upload_Clear_01,637,716,79
HUX181v_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HUX181v_S_PLC_SPC_Upload_Clear_01,548,718,170
HUX181v_S_PLC_SPC_Upload_Clear_02,686,723,37
HUX181v_S_PLC_SPC_Upload_Clear_03,0,0,0
HUX182v_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HUX182v_S_PLC_SPC_Upload_Clear_03,0,0,0
HUX183v_S_PLC_SPC_Full_Upload_Clear_01,575,697,122
HUX183v_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HUX184v_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HUX185v_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HUX185v_S_PLC_SPC_Upload_Clear_01,408,577,169
HUX185v_S_PLC_SPC_Upload_Clear_02,637,712,75
HUX185v_S_PLC_SPC_Upload_Clear_03,696,731,35
HUX186v_S_PLC_SPC_Full_Upload_Clear_01,556,683,127
HUX186v_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HUX186v_S_PLC_SPC_Upload_Clear_01,337,710,373
HUX186v_S_PLC_SPC_Upload_Clear_02,576,689,113
HUX188v_S_PLC_SPC_Upload_Clear_01,193,373,180
HUX189v_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HUX189v_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HUX189v_S_PLC_SPC_Upload_Clear_01,350,713,363
HUX189v_S_PLC_SPC_Upload_Clear_02,583,805,222
HUX189v_S_PLC_SPC_Upload_Clear_03,0,0,0
HUX190_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HUX190_S_PLC_SPC_Upload_Clear_01,0,0,0
HUX190_S_PLC_SPC_Upload_Clear_02,431,554,123
HUX191_S_PLC_SPC_Upload_Clear_01,319,718,399
HUX192_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HUX192_S_PLC_SPC_Upload_Clear_01,666,701,35
HUX193_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HUX193_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HUX193_S_PLC_SPC_Upload_Clear_01,524,688,164
HUX194_S_PLC_SPC_Upload_Clear_01,528,648,120
HUX195_S_PLC_SPC_Full_Upload_Clear_01,344,371,27
HUX195_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HUX195_S_PLC_SPC_Upload_Clear_01,302,359,57
HUX195_S_PLC_SPC_Upload_Clear_02,321,354,33
HUX196_S_PLC_SPC_Upload_Clear_01,528,648,120
HUX197_S_PLC_SPC_Full_Upload_Clear_01,667,701,34
HUX197_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HUX197_S_PLC_SPC_Upload_Clear_01,554,718,164
HUX197_S_PLC_SPC_Upload_Clear_02,0,0,0
HUX198_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HUX198_S_PLC_SPC_Upload_Clear_01,650,727,77
HUX198_S_PLC_SPC_Upload_Clear_02,671,700,29
HUX199_S_PLC_SPC_Upload_Clear_01,573,694,121
HUX200_S_PLC_SPC_Full_Upload_Clear_01,684,707,23
HUX200_S_PLC_SPC_Full_Upload_Clear_02,637,665,28
HUX200_S_PLC_SPC_Full_Upload_Clear_03,0,0,0
HUX200_S_PLC_SPC_Upload_Clear_01,787,908,121
HUX200_S_PLC_SPC_Upload_Clear_02,0,0,0
HUX200_S_PLC_SPC_Upload_Clear_03,667,714,47
HUX201_S_PLC_SPC_Full_Upload_Clear_01,561,623,62
HUX201_S_PLC_SPC_Upload_Clear_01,576,610,34
HUX201_S_PLC_SPC_Upload_Clear_02,547,600,53
HUX202_S_PLC_SPC_Full_Upload_Clear_01,338,364,26
HUX202_S_PLC_SPC_Upload_Clear_01,243,366,123
HUX202_S_PLC_SPC_Upload_Clear_02,299,367,68
HUX204_S_PLC_SPC_Full_Upload_Clear_01,607,636,29
HUX204_S_PLC_SPC_Upload_Clear_01,602,641,39
HUX204_S_PLC_SPC_Upload_Clear_02,0,0,0
HUX205_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HUX206_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HUX206_S_PLC_SPC_Upload_Clear_01,568,692,124
HUX207_S_PLC_SPC_Upload_Clear_01,454,745,291
HUX207_S_PLC_SPC_Upload_Clear_02,646,665,19
HUX208_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HUX208_S_PLC_SPC_Upload_Clear_01,330,358,28
HUX209_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HUX209_S_PLC_SPC_Full_Upload_Clear_02,682,711,29
HUX209_S_PLC_SPC_Upload_Clear_01,576,686,110
HUX210_S_PLC_SPC_Full_Upload_Clear_01,678,717,39
HUX210_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HUX210_S_PLC_SPC_Upload_Clear_01,619,739,120
HUX210_S_PLC_SPC_Upload_Clear_02,0,0,0
HUX211_S_PLC_SPC_Full_Upload_Clear_01,663,687,24
HUX211_S_PLC_SPC_Upload_Clear_01,666,684,18
HUX212_S_PLC_SPC_Full_Upload_Clear_01,359,373,14
HUX212_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
HUX212_S_PLC_SPC_Upload_Clear_01,339,362,23
HUX212_S_PLC_SPC_Upload_Clear_02,0,0,0
HUX213_S_PLC_SPC_Full_Upload_Clear_01,0,0,0
HUX213_S_PLC_SPC_Full_Upload_Clear_02,0,0,0
